NOM ESTACIO,DATA,MAGNITUD,CONTAMINANT,UNITATS,TIPUS ESTACIO,AREA URBANA,MUNICIPI,NOM COMARCA,ALTITUD,LATITUD,LONGITUD,MITJANA_DIARIA,MAXIM_DIARI,ICQA
Vic,2018-03-17,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,54.208333333333336,93.0,B
Tona (Zona Esportiva),2018-03-17,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,63.625,93.0,B
Manlleu,2018-03-17,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,13.375,33.0,A
Manlleu,2018-03-16,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,26.4,35.0,B
Tona (Zona Esportiva),2018-03-16,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,69.58333333333333,96.0,B
Vic,2018-03-16,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,53.083333333333336,93.0,B
Manlleu,2018-03-16,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,21.916666666666668,43.0,B
Tona (Zona Esportiva),2018-03-16,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,11.958333333333334,36.0,A
Manlleu,2018-03-16,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,42.916666666666664,87.0,A
Manlleu,2018-03-15,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,70.0,97.0,B
Tona (Zona Esportiva),2018-03-15,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,7.333333333333333,15.0,A
Manlleu,2018-03-15,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,12.166666666666666,27.0,A
Manlleu,2018-03-15,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,11.2,13.0,A
Tona (Zona Esportiva),2018-03-15,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,91.91666666666667,103.0,B
Vic,2018-03-15,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,84.79166666666667,106.0,B
Manlleu,2018-03-14,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,21.458333333333332,47.0,B
Tona (Zona Esportiva),2018-03-14,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,55.958333333333336,97.0,B
Vic,2018-03-14,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,46.291666666666664,97.0,A
Manlleu,2018-03-14,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,21.125,50.0,B
Manlleu,2018-03-14,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,36.041666666666664,90.0,A
Tona (Zona Esportiva),2018-03-14,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,15.375,42.0,B
Manlleu,2018-03-13,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,32.5,81.0,A
Tona (Zona Esportiva),2018-03-13,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,13.434782608695652,37.0,A
Manlleu,2018-03-13,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,20.708333333333332,50.0,B
Tona (Zona Esportiva),2018-03-13,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,54.130434782608695,92.0,B
Vic,2018-03-13,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,39.416666666666664,90.0,A
Manlleu,2018-03-13,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,22.666666666666668,43.0,B
Vic,2018-12-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,62.5,95.0,B
Tona (Zona Esportiva),2018-12-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,79.125,94.0,B
Manlleu,2018-12-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,50.583333333333336,83.0,B
Tona (Zona Esportiva),2018-12-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,8.0,50.0,B
Manlleu,2018-12-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,16.125,40.0,A
Tona (Zona Esportiva),2018-11-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,3.0833333333333335,11.0,A
Manlleu,2018-11-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,8.208333333333334,21.0,A
Manlleu,2018-11-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,62.958333333333336,83.0,B
Tona (Zona Esportiva),2018-11-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,81.45833333333333,95.0,B
Manlleu,2018-11-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,5.894736842105263,11.0,A
Vic,2018-11-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,76.04166666666667,94.0,B
Manlleu,2018-10-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,14.541666666666666,33.0,A
Manlleu,2018-10-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,49.583333333333336,83.0,A
Manlleu,2018-10-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,17.75,48.0,B
Vic,2018-10-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,62.791666666666664,92.0,B
Tona (Zona Esportiva),2018-10-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,6.625,25.0,A
Tona (Zona Esportiva),2018-10-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,71.95833333333333,89.0,B
Manlleu,2018-09-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,33.125,66.0,B
Manlleu,2018-09-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,24.916666666666668,77.0,A
Tona (Zona Esportiva),2018-09-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,23.25,60.0,B
Manlleu,2018-09-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,31.708333333333332,68.0,B
Tona (Zona Esportiva),2018-09-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,51.541666666666664,84.0,B
Vic,2018-09-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,34.333333333333336,85.0,A
Manlleu,2018-08-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,27.791666666666668,81.0,A
Manlleu,2018-08-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,28.958333333333332,70.0,B
Tona (Zona Esportiva),2018-08-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,17.875,46.0,B
Vic,2018-08-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,35.375,87.0,A
Manlleu,2018-08-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,27.166666666666668,52.0,B
Tona (Zona Esportiva),2018-08-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,53.458333333333336,93.0,B
Manlleu,2018-07-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,41.52173913043478,78.0,A
Vic,2018-07-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,43.95238095238095,83.0,A
Tona (Zona Esportiva),2018-07-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,56.833333333333336,90.0,B
Manlleu,2018-07-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,14.583333333333334,41.0,A
Tona (Zona Esportiva),2018-07-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,13.125,40.0,A
Manlleu,2018-07-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,19.666666666666668,45.0,B
Manlleu,2018-06-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,17.875,37.0,A
Tona (Zona Esportiva),2018-06-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,7.958333333333333,27.0,A
Manlleu,2018-06-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,44.333333333333336,87.0,A
Manlleu,2018-06-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,16.791666666666668,36.0,A
Tona (Zona Esportiva),2018-06-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,65.25,93.0,B
Vic,2018-06-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,44.916666666666664,83.0,A
Manlleu,2018-05-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,17.583333333333332,43.0,A
Manlleu,2018-05-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,28.625,61.0,B
Tona (Zona Esportiva),2018-05-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,13.5,31.0,A
Vic,2018-05-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,27.416666666666668,65.0,A
Tona (Zona Esportiva),2018-05-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,56.708333333333336,79.0,B
Manlleu,2018-05-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,30.333333333333332,69.0,A
Vic,2018-04-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,42.5,83.0,A
Tona (Zona Esportiva),2018-04-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,54.916666666666664,92.0,B
Tona (Zona Esportiva),2018-04-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,10.208333333333334,23.0,A
Manlleu,2018-04-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,17.416666666666668,28.0,A
Manlleu,2018-04-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,44.791666666666664,87.0,A
Manlleu,2018-04-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,13.166666666666666,24.0,A
Manlleu,2018-03-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,9.833333333333334,24.0,A
Tona (Zona Esportiva),2018-03-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,4.458333333333333,6.0,A
Manlleu,2018-03-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,63.625,94.0,B
Manlleu,2018-03-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,17.041666666666668,41.0,B
Tona (Zona Esportiva),2018-03-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,85.75,95.0,B
Vic,2018-03-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,67.25,87.0,B
Manlleu,2018-02-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,15.208333333333334,35.0,A
Tona (Zona Esportiva),2018-02-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,13.25,59.0,B
Manlleu,2018-02-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,74.25,90.0,B
Manlleu,2018-02-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,10.291666666666666,17.0,A
Tona (Zona Esportiva),2018-02-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,79.58333333333333,94.0,B
Vic,2018-02-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,71.91666666666667,86.0,B
Tona (Zona Esportiva),2018-01-03,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,49.25,86.0,A
Manlleu,2018-01-03,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,37.857142857142854,72.0,B
Vic,2018-01-03,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,16.916666666666668,71.0,A
Tona (Zona Esportiva),2018-01-03,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,27.916666666666668,74.0,B
Manlleu,2018-01-03,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,21.0,63.0,A
Manlleu,2018-01-03,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,46.916666666666664,65.0,B
Tona (Zona Esportiva),2018-02-28,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,15.375,61.0,B
Manlleu,2018-02-28,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,46.166666666666664,76.0,A
Manlleu,2018-02-28,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,32.708333333333336,73.0,B
Tona (Zona Esportiva),2018-02-28,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,66.66666666666667,88.0,B
Vic,2018-02-28,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,52.083333333333336,73.0,B
Manlleu,2018-02-28,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,22.333333333333332,56.0,B
Vic,2018-02-27,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,51.833333333333336,77.0,B
Manlleu,2018-02-27,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,15.666666666666666,45.0,A
Tona (Zona Esportiva),2018-02-27,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,66.5,88.0,B
Manlleu,2018-02-27,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,62.5,85.0,B
Manlleu,2018-02-27,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,20.333333333333332,44.0,B
Tona (Zona Esportiva),2018-02-27,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,24.958333333333332,69.0,B
Vic,2018-02-26,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,40.166666666666664,77.0,A
Manlleu,2018-02-26,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,26.875,55.0,B
Tona (Zona Esportiva),2018-02-26,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,54.291666666666664,85.0,B
Tona (Zona Esportiva),2018-02-26,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,18.916666666666668,52.0,B
Manlleu,2018-02-26,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,24.25,33.0,A
Manlleu,2018-02-26,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,42.875,85.0,A
Tona (Zona Esportiva),2018-02-25,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,12.25,25.0,A
Manlleu,2018-02-25,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,28.708333333333332,49.0,B
Manlleu,2018-02-25,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,40.833333333333336,89.0,A
Manlleu,2018-02-25,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,29.75,46.0,B
Tona (Zona Esportiva),2018-02-25,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,58.375,93.0,B
Vic,2018-02-25,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,40.125,84.0,A
Manlleu,2018-02-24,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,32.0,54.0,B
Tona (Zona Esportiva),2018-02-24,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,52.166666666666664,93.0,B
Vic,2018-02-24,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,34.416666666666664,89.0,A
Manlleu,2018-02-24,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,38.541666666666664,98.0,A
Tona (Zona Esportiva),2018-02-24,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,22.083333333333332,35.0,A
Manlleu,2018-02-24,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,28.833333333333332,47.0,B
Vic,2018-02-23,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,43.875,83.0,A
Manlleu,2018-02-23,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,22.791666666666668,38.0,B
Tona (Zona Esportiva),2018-02-23,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,55.791666666666664,84.0,B
Tona (Zona Esportiva),2018-02-23,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,22.833333333333332,50.0,B
Manlleu,2018-02-23,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,25.833333333333332,62.0,B
Manlleu,2018-02-23,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,47.875,90.0,A
Tona (Zona Esportiva),2018-02-22,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,20.666666666666668,37.0,A
Tona (Zona Esportiva),2018-02-22,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,50.125,76.0,B
Manlleu,2018-02-22,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,23.125,38.0,A
Vic,2018-02-22,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,59.0,86.0,B
Manlleu,2018-02-22,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,39.833333333333336,73.0,A
Manlleu,2018-02-22,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,22.041666666666668,44.0,B
Manlleu,2018-02-21,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,15.875,39.0,A
Tona (Zona Esportiva),2018-02-21,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,58.291666666666664,99.0,B
Manlleu,2018-02-21,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,41.875,87.0,A
Tona (Zona Esportiva),2018-02-21,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,14.791666666666666,38.0,A
Manlleu,2018-02-21,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,25.208333333333332,52.0,B
Manlleu,2018-02-20,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,23.791666666666668,70.0,A
Tona (Zona Esportiva),2018-02-20,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,22.208333333333332,52.0,B
Manlleu,2018-02-20,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,29.666666666666668,51.0,B
Manlleu,2018-02-20,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,24.375,57.0,B
Tona (Zona Esportiva),2018-02-20,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,32.916666666666664,77.0,A
Manlleu,2018-02-19,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,26.136363636363637,57.0,B
Tona (Zona Esportiva),2018-02-19,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,25.25,58.0,B
Manlleu,2018-02-19,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,21.5,39.0,B
Vic,2018-02-19,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,20.444444444444443,51.0,A
Tona (Zona Esportiva),2018-02-19,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,28.25,62.0,A
Manlleu,2018-02-19,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,15.227272727272727,46.0,A
Vic,2018-02-18,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,32.25,61.0,A
Tona (Zona Esportiva),2018-02-18,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,43.875,74.0,A
Manlleu,2018-02-18,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,13.916666666666666,29.0,A
Manlleu,2018-02-18,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,23.583333333333332,70.0,A
Tona (Zona Esportiva),2018-02-18,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,8.458333333333334,16.0,A
Manlleu,2018-02-18,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,22.708333333333332,43.0,B
Manlleu,2018-02-17,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,25.583333333333332,42.0,B
Tona (Zona Esportiva),2018-02-17,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,20.375,49.0,B
Manlleu,2018-02-17,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,9.708333333333334,44.0,A
Tona (Zona Esportiva),2018-02-17,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,29.5,71.0,A
Vic,2018-02-17,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,13.791666666666666,57.0,A
Manlleu,2018-02-17,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,25.041666666666668,41.0,B
Tona (Zona Esportiva),2018-02-16,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,17.041666666666668,33.0,A
Manlleu,2018-02-16,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,41.166666666666664,73.0,C
Manlleu,2018-02-16,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,36.333333333333336,64.0,B
Manlleu,2018-02-16,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,6.541666666666667,23.0,A
Tona (Zona Esportiva),2018-02-16,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,32.75,89.0,B
Vic,2018-02-16,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,6.458333333333333,28.0,A
Tona (Zona Esportiva),2018-02-15,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,23.583333333333332,64.0,A
Manlleu,2018-02-15,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,35.166666666666664,65.0,B
Manlleu,2018-02-15,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,15.0,64.0,A
Manlleu,2018-02-15,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,36.416666666666664,80.0,B
Vic,2018-02-15,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,11.80952380952381,65.0,A
Tona (Zona Esportiva),2018-02-15,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,31.0,80.0,B
Manlleu,2018-02-14,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,18.333333333333332,55.0,A
Tona (Zona Esportiva),2018-02-14,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,21.5,58.0,B
Manlleu,2018-02-14,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,35.75,83.0,B
Vic,2018-02-14,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,18.666666666666668,63.0,A
Manlleu,2018-02-14,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,34.291666666666664,96.0,B
Tona (Zona Esportiva),2018-02-14,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,33.958333333333336,72.0,A
Vic,2018-02-13,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,50.208333333333336,73.0,B
Manlleu,2018-02-13,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,11.958333333333334,27.0,A
Tona (Zona Esportiva),2018-02-13,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,63.916666666666664,83.0,B
Manlleu,2018-02-13,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,20.75,40.0,A
Manlleu,2018-02-13,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,46.041666666666664,71.0,A
Tona (Zona Esportiva),2018-02-13,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,8.375,27.0,A
Tona (Zona Esportiva),2018-12-02,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,16.166666666666668,43.0,B
Manlleu,2018-12-02,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,29.208333333333332,44.0,B
Vic,2018-12-02,10,PM10,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,14.958333333333334,50.0,A
Manlleu,2018-12-02,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,28.458333333333332,61.0,A
Manlleu,2018-12-02,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,16.875,36.0,A
Tona (Zona Esportiva),2018-12-02,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,50.541666666666664,83.0,B
Vic,2018-12-02,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,32.666666666666664,63.0,A
Manlleu,2018-11-02,14,O3,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,23.833333333333332,71.0,A
Tona (Zona Esportiva),2018-11-02,8,NO2,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,18.0,38.0,A
Tona (Zona Esportiva),2018-11-02,14,O3,µg/m3,background,rural,Tona,Osona,620,41.84666,2.217501,46.875,73.0,A
Vic,2018-11-02,10,PM10,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,15.625,26.0,A
Manlleu,2018-11-02,10,PM10,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,25.5,54.0,B
Manlleu,2018-11-02,8,NO2,µg/m3,background,peri-urban,Manlleu,Osona,460,42.003307,2.287299,33.5,63.0,B
Vic,2018-11-02,14,O3,µg/m3,background,peri-urban,Vic,Osona,498,41.93501,2.240001,29.25,70.0,A
